TRDTYPE,USASTATE,COMMODITY2,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,FL,70,5,,XQ,1220,3793,0,5,1,X,01,2015
1,FL,70,5,,XQ,1220,10980,0,533,2,X,01,2015
1,FL,70,5,DF,,2010,53033,0,0,1,0,01,2015
1,FL,70,5,MX,,2010,33604,0,0,1,0,01,2015
1,FL,70,5,NL,,2010,254749,0,0,1,0,01,2015
1,FL,70,5,TM,,2010,13613,0,0,1,0,01,2015
1,FL,71,1,XX,,2010,3874,59,0,2,1,01,2015
1,FL,71,3,,XA,1220,16457,4,360,1,X,01,2015
1,FL,71,3,,XC,1220,56873,89,358,1,X,01,2015
1,FL,71,3,,XC,1220,10051,3,82,2,X,01,2015
1,FL,71,3,,XM,1220,7452,4,81,1,X,01,2015
1,FL,71,3,,XO,1220,428715,313,8006,1,X,01,2015
1,FL,71,3,,XO,1220,1309384,380,14026,2,X,01,2015
1,FL,71,3,,XQ,1220,75132,27,535,1,X,01,2015
1,FL,71,3,,XQ,1220,3616,1,164,2,X,01,2015
1,FL,71,3,XX,,2010,140015,38,0,1,0,01,2015
1,FL,71,3,XX,,2010,116785,485,0,2,0,01,2015
1,FL,71,5,,XC,1220,6458,0,22,2,X,01,2015
1,FL,71,5,,XM,1220,30509,0,443,2,X,01,2015
1,FL,71,5,,XO,1220,3597,0,20,1,X,01,2015
1,FL,71,5,,XO,1220,40881,0,968,2,X,01,2015
1,FL,71,5,BC,,2010,4653,0,0,1,0,01,2015
1,FL,71,5,BC,,2010,20801,0,0,2,0,01,2015
1,FL,71,8,QR,,2010,2038382,0,0,1,X,01,2015
1,FL,72,3,,XQ,1220,9858,1016,192,1,X,01,2015
1,FL,72,5,,XA,1220,3246,0,56,1,X,01,2015
1,FL,72,5,,XM,1220,19754,0,669,1,X,01,2015
1,FL,72,5,,XM,1220,20591,0,403,2,X,01,2015
1,FL,72,5,,XO,1220,430070,0,11174,1,X,01,2015
1,FL,72,5,,XO,1220,451330,0,8528,2,X,01,2015
1,FL,72,5,,XQ,1220,7557,0,578,1,X,01,2015
1,FL,72,5,,XS,1220,22781,0,206,1,X,01,2015
1,FL,72,5,CH,,2010,25855,0,0,1,0,01,2015
1,FL,72,5,CO,,2010,11306,0,0,1,0,01,2015
1,FL,72,5,DF,,2010,16962,0,0,1,0,01,2015
1,FL,72,5,HG,,2010,140902,0,0,1,0,01,2015
1,FL,72,5,MX,,2010,56901,0,0,1,0,01,2015
1,FL,72,5,MX,,2010,8456,0,0,2,0,01,2015
1,FL,72,6,NL,,2010,48488,0,0,1,0,01,2015
1,FL,73,1,XX,,2010,27417,2951,0,1,0,01,2015
1,FL,73,1,XX,,2010,71410,18640,0,1,1,01,2015
1,FL,73,1,XX,,2010,8957,421,0,2,1,01,2015
1,FL,73,3,,XA,1220,45627,6989,958,1,X,01,2015
1,FL,73,3,,XC,1220,35577,1195,293,1,X,01,2015
1,FL,73,3,,XM,1220,10364,124,14,1,X,01,2015
1,FL,73,3,,XO,1220,18215,423,371,1,X,01,2015
1,FL,73,3,,XO,1220,16146,1012,380,2,X,01,2015
1,FL,73,3,,XQ,1220,187364,13672,989,1,X,01,2015
1,FL,73,3,,XQ,1220,28315,4006,638,2,X,01,2015
1,FL,73,3,XX,,2010,396152,18685,0,1,0,01,2015
1,FL,73,3,XX,,2010,5544,6,0,2,0,01,2015
1,FL,73,5,,XA,1220,51099,0,2375,1,X,01,2015
1,FL,73,5,,XA,1220,61860,0,1539,2,X,01,2015
1,FL,73,5,,XB,1220,15139,0,508,1,X,01,2015
1,FL,73,5,,XB,1220,7853,0,113,2,X,01,2015
1,FL,73,5,,XC,1220,29768,0,559,1,X,01,2015
1,FL,73,5,,XC,1220,56022,0,1391,2,X,01,2015
1,FL,73,5,,XM,1220,145690,0,8285,1,X,01,2015
1,FL,73,5,,XO,1220,484483,0,19731,1,X,01,2015
1,FL,73,5,,XO,1220,240879,0,5363,2,X,01,2015
1,FL,73,5,,XQ,1220,226208,0,6933,1,X,01,2015
1,FL,73,5,,XQ,1220,64828,0,2515,2,X,01,2015
1,FL,73,5,,XS,1220,22274,0,1812,1,X,01,2015
1,FL,73,5,,XS,1220,59863,0,3789,2,X,01,2015
1,FL,73,5,BC,,2010,15411,0,0,1,0,01,2015
1,FL,73,5,BC,,2010,3553,0,0,2,0,01,2015
1,FL,73,5,BS,,2010,16707,0,0,1,0,01,2015
1,FL,73,5,CH,,2010,393384,0,0,1,0,01,2015
1,FL,73,5,CH,,2010,12494,0,0,2,0,01,2015
1,FL,73,5,CO,,2010,135346,0,0,1,0,01,2015
1,FL,73,5,CO,,2010,2624,0,0,2,0,01,2015
1,FL,73,5,DF,,2010,32533,0,0,1,0,01,2015
1,FL,73,5,DF,,2010,27613,0,0,2,0,01,2015
1,FL,73,5,DG,,2010,16943,0,0,1,0,01,2015
1,FL,73,5,DG,,2010,16030,0,0,2,0,01,2015
1,FL,73,5,GT,,2010,6316,0,0,1,0,01,2015
1,FL,73,5,JA,,2010,8803,0,0,1,0,01,2015
1,FL,73,5,JA,,2010,9607,0,0,2,0,01,2015
1,FL,73,5,MI,,2010,3699,0,0,1,0,01,2015
1,FL,73,5,MX,,2010,392519,0,0,1,0,01,2015
1,FL,73,5,NL,,2010,150611,0,0,1,0,01,2015
1,FL,73,5,NL,,2010,12750,0,0,2,0,01,2015
1,FL,73,5,QT,,2010,6789,0,0,1,0,01,2015
1,FL,73,5,SI,,2010,20043,0,0,1,0,01,2015
1,FL,73,5,SO,,2010,485332,0,0,1,0,01,2015
1,FL,73,5,SO,,2010,6561,0,0,1,1,01,2015
1,FL,73,5,TM,,2010,7981,0,0,1,0,01,2015
1,FL,73,5,TM,,2010,3380,0,0,2,0,01,2015
1,FL,73,5,YU,,2010,11119,0,0,1,0,01,2015
1,FL,73,5,ZA,,2010,35520,0,0,1,0,01,2015
1,FL,73,5,ZA,,2010,4220,0,0,2,0,01,2015
1,FL,73,6,,XA,1220,68755,0,1874,1,X,01,2015
1,FL,73,6,CO,,2010,60461,0,0,1,0,01,2015
1,FL,74,1,XX,,2010,4156,39,0,1,0,01,2015
1,FL,74,1,XX,,2010,6941,46,0,1,1,01,2015
1,FL,74,3,,XQ,1220,3377,326,41,1,X,01,2015
1,FL,74,3,XX,,2010,49862,3452,0,1,0,01,2015
1,FL,74,5,,XC,1220,5410,0,432,1,X,01,2015
1,FL,74,5,,XO,1220,246333,0,8015,1,X,01,2015
1,FL,74,5,,XQ,1220,4767,0,93,1,X,01,2015
1,FL,74,5,SL,,2010,2524,0,0,1,0,01,2015
1,FL,75,3,,XA,1220,29085,100,317,1,X,01,2015
1,FL,75,3,,XQ,1220,10273,17,142,1,X,01,2015
1,FL,75,3,XX,,2010,7705,104,0,1,0,01,2015
1,FL,75,5,,XA,1220,6800,0,132,1,X,01,2015
1,FL,75,5,,XM,1220,10487,0,164,1,X,01,2015
1,FL,75,5,,XM,1220,81950,0,2066,2,X,01,2015
1,FL,75,5,,XO,1220,87607,0,594,1,X,01,2015
1,FL,75,5,,XQ,1220,13962,0,385,1,X,01,2015
1,FL,75,5,CH,,2010,6625,0,0,1,0,01,2015
1,FL,76,1,XX,,2010,301502,155235,0,1,0,01,2015
1,FL,76,1,XX,,2010,255505,113518,0,1,1,01,2015
1,FL,76,3,,XC,1220,6460,181,99,1,X,01,2015
1,FL,76,3,,XM,1220,5800,9,164,1,X,01,2015
1,FL,76,3,,XO,1220,33078,427,365,1,X,01,2015
1,FL,76,3,,XQ,1220,55003,3016,722,1,X,01,2015
1,FL,76,3,,XQ,1220,19078,138,218,2,X,01,2015
1,FL,76,3,XX,,2010,6785,28,0,1,0,01,2015
1,FL,76,3,XX,,2010,3070,55,0,2,0,01,2015
1,FL,76,5,,XA,1220,112021,0,874,1,X,01,2015
1,FL,76,5,,XA,1220,3393,0,192,2,X,01,2015
1,FL,76,5,,XB,1220,25456,0,466,1,X,01,2015
1,FL,76,5,,XC,1220,36450,0,605,1,X,01,2015
1,FL,76,5,,XC,1220,4306,0,84,2,X,01,2015
1,FL,76,5,,XM,1220,69779,0,2133,1,X,01,2015
1,FL,76,5,,XO,1220,1057050,0,39382,1,X,01,2015
1,FL,76,5,,XO,1220,670312,0,8747,2,X,01,2015
1,FL,76,5,,XQ,1220,203576,0,7638,1,X,01,2015
1,FL,76,5,,XQ,1220,65586,0,542,2,X,01,2015
1,FL,76,5,,XS,1220,31891,0,1179,1,X,01,2015
1,FL,76,5,CH,,2010,1236097,0,0,1,0,01,2015
1,FL,76,5,CH,,2010,19205,0,0,2,0,01,2015
1,FL,76,5,CM,,2010,3261,0,0,1,0,01,2015
1,FL,76,5,CO,,2010,160135,0,0,1,0,01,2015
1,FL,76,5,DF,,2010,11848,0,0,1,0,01,2015
1,FL,76,5,DF,,2010,35667,0,0,2,0,01,2015
1,FL,76,5,DG,,2010,4275,0,0,1,0,01,2015
1,FL,76,5,GT,,2010,17960,0,0,1,0,01,2015
1,FL,76,5,JA,,2010,5579,0,0,1,0,01,2015
1,FL,76,5,MX,,2010,42448,0,0,1,0,01,2015
1,FL,76,5,NL,,2010,155673,0,0,1,0,01,2015
1,FL,76,5,QT,,2010,5009,0,0,1,0,01,2015
1,FL,76,5,QT,,2010,29683,0,0,2,0,01,2015
1,FL,76,5,SL,,2010,54955,0,0,1,0,01,2015
1,FL,76,5,ZA,,2010,30686,0,0,1,0,01,2015
1,FL,76,5,ZA,,2010,5852,0,0,2,0,01,2015
1,FL,78,1,XX,,2010,3848,275,0,1,0,01,2015
1,FL,78,5,,XM,1220,4227,0,103,1,X,01,2015
1,FL,80,5,,XO,1220,4171,0,89,2,X,01,2015
1,FL,81,3,,XM,1220,31334,166,71,2,X,01,2015
1,FL,81,3,,XO,1220,34520,127,891,1,X,01,2015
1,FL,81,3,,XQ,1220,3295,5,20,2,X,01,2015
1,FL,81,3,XX,,2010,32155,307,0,1,0,01,2015
1,FL,81,3,XX,,2010,5753,2,0,2,0,01,2015
1,FL,81,5,,XO,1220,17744,0,545,2,X,01,2015
1,FL,81,5,,XQ,1220,72471,0,3046,1,X,01,2015
1,FL,81,5,AG,,2010,8405,0,0,1,0,01,2015
1,FL,81,5,BC,,2010,11684,0,0,1,0,01,2015
1,FL,81,5,CH,,2010,12474,0,0,1,0,01,2015
1,FL,81,5,CH,,2010,8261,0,0,2,0,01,2015
1,FL,81,5,MX,,2010,5491,0,0,1,0,01,2015
1,FL,81,5,MX,,2010,31740,0,0,2,0,01,2015
1,FL,81,5,ZA,,2010,14535,0,0,1,0,01,2015
1,FL,82,1,XX,,2010,29382,11959,0,1,1,01,2015
1,FL,82,1,XX,,2010,2689,148,0,2,1,01,2015
1,FL,82,3,,XA,1220,6322,113,82,2,X,01,2015
1,FL,82,3,,XC,1220,12735,78,262,1,X,01,2015
1,FL,82,3,,XO,1220,35790,109,919,1,X,01,2015
1,FL,82,3,,XO,1220,5745,136,156,2,X,01,2015
1,FL,82,3,,XQ,1220,51298,274,550,1,X,01,2015
1,FL,82,3,XX,,2010,92798,499,0,1,0,01,2015
1,FL,82,3,XX,,2010,3555,19,0,2,0,01,2015
1,FL,82,5,,XA,1220,8359,0,746,1,X,01,2015
1,FL,82,5,,XC,1220,10800,0,344,1,X,01,2015
1,FL,82,5,,XC,1220,6241,0,179,2,X,01,2015
1,FL,82,5,,XM,1220,27407,0,578,2,X,01,2015
1,FL,82,5,,XO,1220,166205,0,2764,1,X,01,2015
1,FL,82,5,,XO,1220,12731,0,239,2,X,01,2015
1,FL,82,5,,XQ,1220,38031,0,1120,1,X,01,2015
1,FL,82,5,,XQ,1220,7477,0,225,2,X,01,2015
1,FL,82,5,CO,,2010,12356,0,0,1,0,01,2015
1,FL,82,5,DF,,2010,23750,0,0,1,0,01,2015
1,FL,82,5,DF,,2010,162994,0,0,2,0,01,2015
1,FL,82,5,GT,,2010,8701,0,0,1,0,01,2015
1,FL,82,5,JA,,2010,16224,0,0,1,0,01,2015
1,FL,82,5,MX,,2010,18335,0,0,1,0,01,2015
1,FL,82,5,MX,,2010,40549,0,0,2,0,01,2015
1,FL,82,5,NL,,2010,7916,0,0,1,0,01,2015
1,FL,82,5,PU,,2010,3306,0,0,1,0,01,2015
1,FL,82,5,SO,,2010,296628,0,0,1,0,01,2015
1,FL,82,5,TM,,2010,3407,0,0,1,0,01,2015
1,FL,82,5,TM,,2010,8311,0,0,2,0,01,2015
1,FL,82,5,VE,,2010,3382,0,0,1,0,01,2015
1,FL,83,1,XX,,2010,15342,426,0,1,0,01,2015
1,FL,83,1,XX,,2010,764898,114698,0,1,1,01,2015
1,FL,83,1,XX,,2010,40727,2230,0,2,1,01,2015
1,FL,83,3,,XA,1220,8120,134,110,1,X,01,2015
1,FL,83,3,,XC,1220,2636,272,82,1,X,01,2015
1,FL,83,3,,XC,1220,14114,574,241,2,X,01,2015
1,FL,83,3,,XO,1220,11336,951,292,1,X,01,2015
1,FL,83,3,,XO,1220,2680,98,148,2,X,01,2015
1,FL,83,3,,XQ,1220,237054,28143,5719,1,X,01,2015
1,FL,83,3,XX,,2010,20468,137,0,1,0,01,2015
1,FL,83,5,,XA,1220,3451,0,247,1,X,01,2015
1,FL,83,5,,XA,1220,15601,0,563,2,X,01,2015
1,FL,83,5,,XC,1220,14400,0,246,1,X,01,2015
1,FL,83,5,,XC,1220,3103,0,193,2,X,01,2015
1,FL,83,5,,XM,1220,38447,0,367,1,X,01,2015
1,FL,83,5,,XM,1220,62803,0,388,2,X,01,2015
1,FL,83,5,,XO,1220,499729,0,9286,1,X,01,2015
1,FL,83,5,,XO,1220,99396,0,2590,2,X,01,2015
1,FL,83,5,,XQ,1220,38911,0,600,1,X,01,2015
1,FL,83,5,,XQ,1220,24033,0,756,2,X,01,2015
1,FL,83,5,BC,,2010,3674,0,0,2,0,01,2015
1,FL,83,5,CH,,2010,354789,0,0,1,0,01,2015
1,FL,83,5,DF,,2010,4742,0,0,1,0,01,2015
1,FL,83,5,DF,,2010,16337,0,0,2,0,01,2015
1,FL,83,5,MO,,2010,71874,0,0,1,0,01,2015
1,FL,83,5,MX,,2010,18370,0,0,1,0,01,2015
1,FL,83,5,NL,,2010,16160,0,0,1,0,01,2015
1,FL,83,5,NL,,2010,4630,0,0,1,1,01,2015
1,FL,83,5,NL,,2010,3866,0,0,2,0,01,2015
1,FL,83,5,PU,,2010,8788,0,0,1,0,01,2015
1,FL,83,5,TM,,2010,117005,0,0,2,0,01,2015
1,FL,83,5,ZA,,2010,4640,0,0,1,0,01,2015
1,FL,83,6,,XO,1220,214981,0,14864,1,X,01,2015
1,FL,84,1,XX,,2010,292557,41246,0,1,0,01,2015
1,FL,84,1,XX,,2010,1399597,304222,0,1,1,01,2015
1,FL,84,1,XX,,2010,43480,1287,0,2,1,01,2015
1,FL,84,3,,XA,1220,341414,2086,8477,1,X,01,2015
1,FL,84,3,,XA,1220,27026,335,859,2,X,01,2015
1,FL,84,3,,XC,1220,220145,1502,4749,1,X,01,2015
1,FL,84,3,,XC,1220,75975,611,2152,2,X,01,2015
1,FL,84,3,,XM,1220,254592,1669,1544,1,X,01,2015
1,FL,84,3,,XO,1220,1172037,16775,16731,1,X,01,2015
1,FL,84,3,,XO,1220,618616,5818,12663,2,X,01,2015
1,FL,84,3,,XQ,1220,1520363,27593,10938,1,X,01,2015
1,FL,84,3,,XQ,1220,69375,983,1638,2,X,01,2015
1,FL,84,3,XX,,2010,3325918,18318,0,1,0,01,2015
1,FL,84,3,XX,,2010,2915,56,0,1,1,01,2015
1,FL,84,3,XX,,2010,1932222,6150,0,2,0,01,2015
1,FL,84,5,,XA,1220,873500,0,18874,1,X,01,2015
1,FL,84,5,,XA,1220,36884,0,1001,2,X,01,2015
1,FL,84,5,,XB,1220,226144,0,4949,1,X,01,2015
1,FL,84,5,,XB,1220,107558,0,7403,2,X,01,2015
1,FL,84,5,,XC,1220,424637,0,13617,1,X,01,2015
1,FL,84,5,,XC,1220,132417,0,4084,2,X,01,2015
1,FL,84,5,,XM,1220,1584394,0,46405,1,X,01,2015
1,FL,84,5,,XM,1220,471369,0,13730,2,X,01,2015
1,FL,84,5,,XO,1220,6909032,0,111943,1,X,01,2015
1,FL,84,5,,XO,1220,2796690,0,56956,2,X,01,2015
1,FL,84,5,,XQ,1220,1720926,0,34902,1,X,01,2015
1,FL,84,5,,XQ,1220,378923,0,14330,2,X,01,2015
1,FL,84,5,,XS,1220,1132039,0,6810,1,X,01,2015
1,FL,84,5,AG,,2010,163770,0,0,1,0,01,2015
1,FL,84,5,AG,,2010,7309,0,0,2,0,01,2015
1,FL,84,5,BC,,2010,17988,0,0,1,0,01,2015
1,FL,84,5,BC,,2010,34102,0,0,2,0,01,2015
1,FL,84,5,BS,,2010,4786,0,0,2,0,01,2015
1,FL,84,5,CH,,2010,7295169,0,0,1,0,01,2015
1,FL,84,5,CH,,2010,29378,0,0,2,0,01,2015
1,FL,84,5,CM,,2010,15142,0,0,1,0,01,2015
1,FL,84,5,CO,,2010,1052240,0,0,1,0,01,2015
1,FL,84,5,CO,,2010,5243,0,0,2,0,01,2015
1,FL,84,5,DF,,2010,4504370,0,0,1,0,01,2015
1,FL,84,5,DF,,2010,1234795,0,0,1,1,01,2015
1,FL,84,5,DF,,2010,475314,0,0,2,0,01,2015
1,FL,84,5,DG,,2010,15480,0,0,1,0,01,2015
1,FL,84,5,DG,,2010,3863,0,0,2,0,01,2015
1,FL,84,5,GT,,2010,42172,0,0,1,0,01,2015
1,FL,84,5,GT,,2010,46887,0,0,2,0,01,2015
1,FL,84,5,JA,,2010,2908397,0,0,1,0,01,2015
1,FL,84,5,JA,,2010,301360,0,0,2,0,01,2015
1,FL,84,5,JA,,2010,5690,0,0,2,1,01,2015
1,FL,84,5,MI,,2010,114229,0,0,1,0,01,2015
1,FL,84,5,MI,,2010,5350,0,0,2,0,01,2015
1,FL,84,5,MO,,2010,60773,0,0,1,0,01,2015
1,FL,84,5,MX,,2010,1422526,0,0,1,0,01,2015
1,FL,84,5,MX,,2010,1716431,0,0,2,0,01,2015
1,FL,84,5,NL,,2010,1047896,0,0,1,0,01,2015
1,FL,84,5,NL,,2010,289659,0,0,2,0,01,2015
1,FL,84,5,PU,,2010,125638,0,0,1,0,01,2015
1,FL,84,5,PU,,2010,14434,0,0,2,0,01,2015
1,FL,84,5,QR,,2010,24754,0,0,1,0,01,2015
1,FL,84,5,QR,,2010,20805,0,0,2,0,01,2015
1,FL,84,5,QT,,2010,110272,0,0,1,0,01,2015
1,FL,84,5,QT,,2010,12607,0,0,2,0,01,2015
1,FL,84,5,SI,,2010,41540,0,0,1,0,01,2015
1,FL,84,5,SL,,2010,172232,0,0,1,0,01,2015
1,FL,84,5,SL,,2010,3040,0,0,2,0,01,2015
1,FL,84,5,SO,,2010,5150268,0,0,1,0,01,2015
1,FL,84,5,SO,,2010,18475,0,0,2,0,01,2015
1,FL,84,5,TM,,2010,299400,0,0,1,0,01,2015
1,FL,84,5,TM,,2010,2730558,0,0,2,0,01,2015
1,FL,84,5,VE,,2010,32190,0,0,1,0,01,2015
1,FL,84,5,YU,,2010,30340,0,0,1,0,01,2015
1,FL,84,5,YU,,2010,23344,0,0,2,0,01,2015
1,FL,84,5,ZA,,2010,8291,0,0,1,0,01,2015
1,FL,84,5,ZA,,2010,4647,0,0,2,0,01,2015
1,FL,84,6,,XA,1220,17383,0,304,1,X,01,2015
1,FL,84,6,,XO,1220,83458,0,2485,1,X,01,2015
1,FL,84,6,CO,,2010,22054,0,0,1,0,01,2015
1,FL,84,8,DF,,2010,9200,0,0,1,X,01,2015
1,FL,84,8,QR,,2010,4848,0,0,1,X,01,2015
1,FL,84,8,SO,,2010,16000,0,0,1,X,01,2015
1,FL,85,1,XX,,2010,107110,24165,0,1,0,01,2015
1,FL,85,1,XX,,2010,177942,12059,0,1,1,01,2015
1,FL,85,1,XX,,2010,25406,1053,0,2,1,01,2015
1,FL,85,3,,XA,1220,614291,2453,9427,1,X,01,2015
1,FL,85,3,,XA,1220,121279,250,4172,2,X,01,2015
1,FL,85,3,,XC,1220,335203,3060,3818,1,X,01,2015
1,FL,85,3,,XC,1220,176444,484,3138,2,X,01,2015
1,FL,85,3,,XM,1220,113480,396,1468,1,X,01,2015
1,FL,85,3,,XM,1220,40746,68,1604,2,X,01,2015
1,FL,85,3,,XO,1220,2795717,9403,26217,1,X,01,2015
1,FL,85,3,,XO,1220,1331868,2661,15300,2,X,01,2015
1,FL,85,3,,XQ,1220,4399963,22058,17750,1,X,01,2015
1,FL,85,3,,XQ,1220,543474,2091,5834,2,X,01,2015
1,FL,85,3,XX,,2010,1643015,22957,0,1,0,01,2015
1,FL,85,3,XX,,2010,6812241,41900,0,2,0,01,2015
1,FL,85,5,,XA,1220,79078,0,1267,1,X,01,2015
1,FL,85,5,,XA,1220,152798,0,5104,2,X,01,2015
1,FL,85,5,,XB,1220,20042,0,1100,1,X,01,2015
1,FL,85,5,,XB,1220,29619,0,835,2,X,01,2015
1,FL,85,5,,XC,1220,175516,0,3157,1,X,01,2015
1,FL,85,5,,XC,1220,649575,0,9030,2,X,01,2015
1,FL,85,5,,XM,1220,206803,0,3821,1,X,01,2015
1,FL,85,5,,XM,1220,296078,0,8012,2,X,01,2015
1,FL,85,5,,XO,1220,2948455,0,53483,1,X,01,2015
1,FL,85,5,,XO,1220,6138543,0,71637,2,X,01,2015
1,FL,85,5,,XQ,1220,444908,0,14885,1,X,01,2015
1,FL,85,5,,XQ,1220,396081,0,4090,2,X,01,2015
1,FL,85,5,,XS,1220,57865,0,851,1,X,01,2015
1,FL,85,5,,XS,1220,50012,0,991,2,X,01,2015
1,FL,85,5,AG,,2010,79321,0,0,1,0,01,2015
1,FL,85,5,AG,,2010,4159,0,0,2,0,01,2015
1,FL,85,5,BC,,2010,8217,0,0,1,0,01,2015
1,FL,85,5,BC,,2010,13826,0,0,2,0,01,2015
1,FL,85,5,BS,,2010,56915,0,0,1,0,01,2015
1,FL,85,5,CH,,2010,217791,0,0,1,0,01,2015
1,FL,85,5,CH,,2010,158259,0,0,2,0,01,2015
1,FL,85,5,CO,,2010,21687,0,0,1,0,01,2015
1,FL,85,5,DF,,2010,764519,0,0,1,0,01,2015
1,FL,85,5,DF,,2010,207556,0,0,1,1,01,2015
1,FL,85,5,DF,,2010,1857935,0,0,2,0,01,2015
1,FL,85,5,GT,,2010,7402,0,0,1,0,01,2015
1,FL,85,5,GT,,2010,69463,0,0,2,0,01,2015
1,FL,85,5,JA,,2010,878986,0,0,1,0,01,2015
1,FL,85,5,JA,,2010,461456,0,0,2,0,01,2015
1,FL,85,5,MI,,2010,12000,0,0,1,0,01,2015
1,FL,85,5,MO,,2010,9343,0,0,1,0,01,2015
1,FL,85,5,MO,,2010,8397,0,0,2,0,01,2015
1,FL,85,5,MX,,2010,1675783,0,0,1,0,01,2015
1,FL,85,5,MX,,2010,635723,0,0,2,0,01,2015
1,FL,85,5,NL,,2010,1500759,0,0,1,0,01,2015
1,FL,85,5,NL,,2010,148161,0,0,2,0,01,2015
1,FL,85,5,PU,,2010,117564,0,0,1,0,01,2015
1,FL,85,5,QR,,2010,12308,0,0,1,0,01,2015
1,FL,85,5,QR,,2010,17748,0,0,2,0,01,2015
1,FL,85,5,QT,,2010,134099,0,0,1,0,01,2015
1,FL,85,5,SI,,2010,4895,0,0,1,0,01,2015
1,FL,85,5,SL,,2010,188491,0,0,1,0,01,2015
1,FL,85,5,SO,,2010,118152,0,0,1,0,01,2015
1,FL,85,5,TM,,2010,33942,0,0,1,0,01,2015
1,FL,85,5,VE,,2010,6075,0,0,1,0,01,2015
1,FL,85,5,VE,,2010,46367,0,0,2,0,01,2015
1,FL,85,5,ZA,,2010,449042,0,0,1,0,01,2015
1,FL,85,5,ZA,,2010,1305949,0,0,2,0,01,2015
1,FL,85,6,CO,,2010,156265,0,0,1,0,01,2015
1,FL,85,6,CO,,2010,663179,0,0,2,0,01,2015
1,FL,85,8,CH,,2010,6660,0,0,1,X,01,2015
1,FL,85,8,CH,,2010,121619,0,0,2,X,01,2015
1,FL,85,8,JA,,2010,23400,0,0,1,X,01,2015
1,FL,85,8,JA,,2010,160935,0,0,2,X,01,2015
1,FL,85,8,MX,,2010,3276,0,0,1,X,01,2015
1,FL,85,8,MX,,2010,87372,0,0,2,X,01,2015
1,FL,85,8,SI,,2010,7589,0,0,1,X,01,2015
1,FL,85,8,ZA,,2010,2540,0,0,2,X,01,2015
1,FL,86,1,,XQ,1220,35527,46043,0,2,X,01,2015
1,FL,86,1,XX,,2010,1014000,312000,0,1,1,01,2015
1,FL,86,5,,XA,1220,10482,0,171,1,X,01,2015
1,FL,86,5,,XC,1220,4531,0,329,1,X,01,2015
1,FL,86,5,,XC,1220,13484,0,748,2,X,01,2015
1,FL,86,5,,XM,1220,8982,0,193,1,X,01,2015
1,FL,86,5,,XO,1220,22128,0,791,1,X,01,2015
1,FL,86,5,MX,,2010,36988,0,0,1,0,01,2015
1,FL,86,5,MX,,2010,4167,0,0,2,0,01,2015
1,FL,86,5,SL,,2010,9352,0,0,1,0,01,2015
1,FL,86,5,SO,,2010,7005,0,0,1,0,01,2015
1,FL,86,8,,XC,1220,3330,0,0,2,X,01,2015
1,FL,87,1,XX,,2010,2028731,174236,0,1,0,01,2015
1,FL,87,1,XX,,2010,364338,62198,0,1,1,01,2015
1,FL,87,1,XX,,2010,63717,2053,0,2,1,01,2015
1,FL,87,3,,XA,1220,9128,55,359,1,X,01,2015
1,FL,87,3,,XC,1220,3080,214,122,1,X,01,2015
1,FL,87,3,,XM,1220,25970,49,504,1,X,01,2015
1,FL,87,3,,XO,1220,12537,243,452,1,X,01,2015
1,FL,87,3,,XO,1220,5785,57,256,2,X,01,2015
1,FL,87,3,,XQ,1220,31350,101,497,1,X,01,2015
1,FL,87,3,XX,,2010,83164,2826,0,1,0,01,2015
1,FL,87,3,XX,,2010,3928,261,0,2,0,01,2015
1,FL,87,5,,XA,1220,226136,0,5398,1,X,01,2015
1,FL,87,5,,XA,1220,58462,0,1174,2,X,01,2015
1,FL,87,5,,XB,1220,27047,0,915,1,X,01,2015
1,FL,87,5,,XC,1220,102213,0,2062,1,X,01,2015
1,FL,87,5,,XM,1220,310758,0,6524,1,X,01,2015
1,FL,87,5,,XM,1220,21490,0,370,2,X,01,2015
1,FL,87,5,,XO,1220,2105616,0,32737,1,X,01,2015
1,FL,87,5,,XO,1220,612733,0,11612,2,X,01,2015
1,FL,87,5,,XQ,1220,350297,0,9587,1,X,01,2015
1,FL,87,5,,XQ,1220,152360,0,2435,2,X,01,2015
1,FL,87,5,,XS,1220,47637,0,1496,1,X,01,2015
1,FL,87,5,AG,,2010,4500,0,0,1,0,01,2015
1,FL,87,5,AG,,2010,89999,0,0,2,0,01,2015
1,FL,87,5,BC,,2010,222334,0,0,1,0,01,2015
1,FL,87,5,BC,,2010,8867,0,0,2,0,01,2015
1,FL,87,5,CH,,2010,169021,0,0,1,0,01,2015
1,FL,87,5,CO,,2010,1403589,0,0,1,0,01,2015
1,FL,87,5,CO,,2010,6175,0,0,2,0,01,2015
1,FL,87,5,DF,,2010,426249,0,0,1,0,01,2015
1,FL,87,5,DF,,2010,3026,0,0,2,0,01,2015
1,FL,87,5,DG,,2010,17389,0,0,1,0,01,2015
1,FL,87,5,JA,,2010,101847,0,0,1,0,01,2015
1,FL,87,5,JA,,2010,50906,0,0,2,0,01,2015
1,FL,87,5,MI,,2010,2900,0,0,1,0,01,2015
1,FL,87,5,MI,,2010,7800,0,0,2,0,01,2015
1,FL,87,5,MX,,2010,601220,0,0,1,0,01,2015
