TRDTYPE,USASTATE,COMMODITY2,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,FL,39,5,,XC,1220,67744,0,3688,2,X,01,2015
1,FL,39,5,,XM,1220,399484,0,20668,1,X,01,2015
1,FL,39,5,,XM,1220,135274,0,3767,2,X,01,2015
1,FL,39,5,,XO,1220,4004862,0,114348,1,X,01,2015
1,FL,39,5,,XO,1220,767541,0,19365,2,X,01,2015
1,FL,39,5,,XQ,1220,732801,0,13784,1,X,01,2015
1,FL,39,5,,XQ,1220,92463,0,7417,2,X,01,2015
1,FL,39,5,,XS,1220,125265,0,6043,1,X,01,2015
1,FL,39,5,AG,,2010,154041,0,0,1,0,01,2015
1,FL,39,5,AG,,2010,34082,0,0,2,0,01,2015
1,FL,39,5,BC,,2010,105668,0,0,1,0,01,2015
1,FL,39,5,BC,,2010,4179,0,0,1,1,01,2015
1,FL,39,5,CH,,2010,248928,0,0,1,0,01,2015
1,FL,39,5,CO,,2010,141442,0,0,1,0,01,2015
1,FL,39,5,CO,,2010,10926,0,0,2,0,01,2015
1,FL,39,5,DF,,2010,892259,0,0,1,0,01,2015
1,FL,39,5,DF,,2010,20161,0,0,2,0,01,2015
1,FL,39,5,GT,,2010,202595,0,0,1,0,01,2015
1,FL,39,5,JA,,2010,245812,0,0,1,0,01,2015
1,FL,39,5,JA,,2010,47358,0,0,2,0,01,2015
1,FL,39,5,MI,,2010,140301,0,0,1,0,01,2015
1,FL,39,5,MX,,2010,1200977,0,0,1,0,01,2015
1,FL,39,5,MX,,2010,111254,0,0,1,1,01,2015
1,FL,39,5,MX,,2010,281845,0,0,2,0,01,2015
1,FL,39,5,NL,,2010,1254113,0,0,1,0,01,2015
1,FL,39,5,NL,,2010,13924,0,0,2,0,01,2015
1,FL,39,5,OT,,2010,117699,0,0,1,0,01,2015
1,FL,39,5,PU,,2010,46046,0,0,1,0,01,2015
1,FL,39,5,PU,,2010,7804,0,0,1,1,01,2015
1,FL,39,5,PU,,2010,30709,0,0,2,0,01,2015
1,FL,39,5,QR,,2010,13306,0,0,2,0,01,2015
1,FL,39,5,QT,,2010,418793,0,0,1,0,01,2015
1,FL,39,5,SI,,2010,283079,0,0,1,0,01,2015
1,FL,39,5,SL,,2010,227481,0,0,1,0,01,2015
1,FL,39,5,SO,,2010,52724,0,0,1,0,01,2015
1,FL,39,5,SO,,2010,62930,0,0,2,0,01,2015
1,FL,39,5,TM,,2010,24400,0,0,1,0,01,2015
1,FL,39,5,TM,,2010,57494,0,0,2,0,01,2015
1,FL,39,5,VE,,2010,2951,0,0,1,0,01,2015
1,FL,39,5,VE,,2010,3072,0,0,2,0,01,2015
1,FL,39,5,ZA,,2010,114095,0,0,1,0,01,2015
1,FL,39,5,ZA,,2010,28678,0,0,2,0,01,2015
1,FL,39,6,,XA,1220,296399,0,6374,1,X,01,2015
1,FL,39,6,,XO,1220,28592,0,82,1,X,01,2015
1,FL,39,6,,XQ,1220,112374,0,4313,1,X,01,2015
1,FL,39,6,,XQ,1220,28919,0,2713,2,X,01,2015
1,FL,39,6,,XS,1220,3043,0,60,1,X,01,2015
1,FL,39,6,DF,,2010,123139,0,0,1,0,01,2015
1,FL,39,6,GT,,2010,124973,0,0,1,0,01,2015
1,FL,39,6,MX,,2010,148399,0,0,1,0,01,2015
1,FL,39,6,NL,,2010,118559,0,0,2,0,01,2015
1,FL,39,6,PU,,2010,264700,0,0,1,0,01,2015
1,FL,39,8,AG,,2010,4201,0,0,1,X,01,2015
1,FL,39,8,MX,,2010,126618,0,0,1,X,01,2015
1,FL,39,8,NL,,2010,11491,0,0,1,X,01,2015
1,FL,40,1,XX,,2010,86976,36849,0,1,1,01,2015
1,FL,40,1,XX,,2010,15837,3143,0,2,0,01,2015
1,FL,40,3,,XA,1220,7643,18,130,1,X,01,2015
1,FL,40,3,,XA,1220,7791,10,329,2,X,01,2015
1,FL,40,3,,XC,1220,33775,135,441,1,X,01,2015
1,FL,40,3,,XC,1220,11678,21,198,2,X,01,2015
1,FL,40,3,,XO,1220,13316,102,353,1,X,01,2015
1,FL,40,3,,XQ,1220,86484,468,1092,1,X,01,2015
1,FL,40,3,,XQ,1220,2923,10,82,2,X,01,2015
1,FL,40,3,XX,,2010,5114,67,0,1,0,01,2015
1,FL,40,3,XX,,2010,4197,109,0,2,0,01,2015
1,FL,40,5,,XA,1220,4930,0,630,1,X,01,2015
1,FL,40,5,,XB,1220,11208,0,533,1,X,01,2015
1,FL,40,5,,XB,1220,108073,0,3854,2,X,01,2015
1,FL,40,5,,XC,1220,56456,0,1950,1,X,01,2015
1,FL,40,5,,XC,1220,7578,0,96,2,X,01,2015
1,FL,40,5,,XM,1220,87602,0,2680,2,X,01,2015
1,FL,40,5,,XO,1220,1259988,0,28822,1,X,01,2015
1,FL,40,5,,XO,1220,84494,0,2656,2,X,01,2015
1,FL,40,5,,XQ,1220,26951,0,1247,1,X,01,2015
1,FL,40,5,,XQ,1220,16515,0,636,2,X,01,2015
1,FL,40,5,CH,,2010,51214,0,0,1,0,01,2015
1,FL,40,5,DF,,2010,103767,0,0,1,0,01,2015
1,FL,40,5,DF,,2010,107170,0,0,2,0,01,2015
1,FL,40,5,GT,,2010,6388,0,0,1,0,01,2015
1,FL,40,5,GT,,2010,2883,0,0,2,0,01,2015
1,FL,40,5,JA,,2010,87812,0,0,1,0,01,2015
1,FL,40,5,MO,,2010,48004,0,0,1,0,01,2015
1,FL,40,5,MX,,2010,64253,0,0,1,0,01,2015
1,FL,40,5,NL,,2010,90367,0,0,1,0,01,2015
1,FL,40,5,NL,,2010,6435,0,0,1,1,01,2015
1,FL,40,5,NL,,2010,19958,0,0,2,0,01,2015
1,FL,40,5,QR,,2010,16820,0,0,1,0,01,2015
1,FL,40,5,QT,,2010,5414,0,0,1,0,01,2015
1,FL,40,5,SO,,2010,25602,0,0,1,0,01,2015
1,FL,40,5,SO,,2010,20650,0,0,1,1,01,2015
1,FL,40,5,TM,,2010,4576,0,0,1,0,01,2015
1,FL,40,5,ZA,,2010,14892,0,0,1,0,01,2015
1,FL,40,6,,XQ,1220,44853,0,640,1,X,01,2015
1,FL,40,6,,XS,1220,17858,0,1180,1,X,01,2015
1,FL,40,6,,XS,1220,8612,0,569,2,X,01,2015
1,FL,41,1,XX,,2010,62253,5143,0,1,1,01,2015
1,FL,41,3,XX,,2010,3985,63,0,2,0,01,2015
1,FL,41,5,,XC,1220,4520,0,379,2,X,01,2015
1,FL,41,5,,XO,1220,13688,0,404,1,X,01,2015
1,FL,41,5,,XQ,1220,8601,0,110,1,X,01,2015
1,FL,41,5,SL,,2010,9890,0,0,1,0,01,2015
1,FL,42,1,XX,,2010,4620,1000,0,1,0,01,2015
1,FL,42,1,XX,,2010,63789,6506,0,1,1,01,2015
1,FL,42,3,,XO,1220,109017,1689,2585,2,X,01,2015
1,FL,42,3,,XQ,1220,8715,273,600,2,X,01,2015
1,FL,42,3,XX,,2010,4681,75,0,1,0,01,2015
1,FL,42,3,XX,,2010,47850,418,0,2,0,01,2015
1,FL,42,5,,XA,1220,16115,0,236,2,X,01,2015
1,FL,42,5,,XC,1220,61850,0,1747,2,X,01,2015
1,FL,42,5,,XM,1220,9674,0,232,1,X,01,2015
1,FL,42,5,,XM,1220,8313,0,110,2,X,01,2015
1,FL,42,5,,XO,1220,8230,0,129,1,X,01,2015
1,FL,42,5,,XO,1220,3166527,0,55054,2,X,01,2015
1,FL,42,5,,XQ,1220,7641,0,493,1,X,01,2015
1,FL,42,5,BC,,2010,7166,0,0,2,0,01,2015
1,FL,42,5,DF,,2010,33569,0,0,2,0,01,2015
1,FL,42,5,MX,,2010,18395,0,0,2,0,01,2015
1,FL,42,5,NL,,2010,2502,0,0,2,0,01,2015
1,FL,42,5,SO,,2010,2762,0,0,1,0,01,2015
1,FL,42,5,ZA,,2010,27657,0,0,2,0,01,2015
1,FL,42,6,,XQ,1220,15556,0,213,2,X,01,2015
1,FL,43,5,,XQ,1220,9702,0,117,2,X,01,2015
1,FL,44,1,XX,,2010,21879,20185,0,1,0,01,2015
1,FL,44,1,XX,,2010,317894,286947,0,1,1,01,2015
1,FL,44,1,XX,,2010,2581,163,0,2,1,01,2015
1,FL,44,3,XX,,2010,3287,38,0,1,0,01,2015
1,FL,44,5,,XA,1220,9063,0,514,2,X,01,2015
1,FL,44,5,,XC,1220,7632,0,965,1,X,01,2015
1,FL,44,5,,XM,1220,2995,0,61,1,X,01,2015
1,FL,44,5,,XM,1220,24253,0,826,2,X,01,2015
1,FL,44,5,,XO,1220,76191,0,2866,1,X,01,2015
1,FL,44,5,,XO,1220,61409,0,1259,2,X,01,2015
1,FL,44,5,,XQ,1220,98765,0,10898,1,X,01,2015
1,FL,44,5,AG,,2010,16676,0,0,1,0,01,2015
1,FL,44,5,BC,,2010,19985,0,0,1,0,01,2015
1,FL,44,5,BC,,2010,4203,0,0,2,0,01,2015
1,FL,44,5,CH,,2010,4849,0,0,1,0,01,2015
1,FL,44,5,DF,,2010,5351,0,0,2,0,01,2015
1,FL,44,5,GT,,2010,34201,0,0,1,0,01,2015
1,FL,44,5,JA,,2010,20432,0,0,1,0,01,2015
1,FL,44,5,NL,,2010,41958,0,0,1,0,01,2015
1,FL,44,5,SO,,2010,7089,0,0,1,0,01,2015
1,FL,44,5,TM,,2010,130665,0,0,1,0,01,2015
1,FL,44,5,TM,,2010,13172,0,0,2,0,01,2015
1,FL,44,6,DF,,2010,24042,0,0,1,0,01,2015
1,FL,45,5,,XO,1220,7220,0,123,1,X,01,2015
1,FL,46,5,MX,,2010,2828,0,0,2,0,01,2015
1,FL,47,1,XX,,2010,2155820,2286782,0,1,0,01,2015
1,FL,47,1,XX,,2010,103177,412709,0,1,1,01,2015
1,FL,47,5,,XO,1220,18167,0,258,1,X,01,2015
1,FL,47,5,,XQ,1220,25714,0,366,1,X,01,2015
1,FL,47,5,,XQ,1220,119061,0,6006,2,X,01,2015
1,FL,47,5,DF,,2010,546692,0,0,1,0,01,2015
1,FL,47,5,DF,,2010,186071,0,0,2,0,01,2015
1,FL,47,5,MX,,2010,30196,0,0,1,0,01,2015
1,FL,47,5,TL,,2010,162220,0,0,1,0,01,2015
1,FL,47,5,TL,,2010,31856,0,0,2,0,01,2015
1,FL,47,6,,XC,1220,222800,0,3182,2,X,01,2015
1,FL,47,6,,XO,1220,1412300,0,83006,1,X,01,2015
1,FL,47,6,,XO,1220,2140160,0,98685,2,X,01,2015
1,FL,47,6,,XQ,1220,1084573,0,70528,1,X,01,2015
1,FL,47,6,,XQ,1220,576571,0,8235,2,X,01,2015
1,FL,47,6,DF,,2010,79734,0,0,1,0,01,2015
1,FL,47,6,NL,,2010,146015,0,0,1,0,01,2015
1,FL,48,1,XX,,2010,14288,4900,0,1,0,01,2015
1,FL,48,1,XX,,2010,158993,90522,0,1,1,01,2015
1,FL,48,3,,XA,1220,10476,2077,878,1,X,01,2015
1,FL,48,3,,XO,1220,26665,15765,2135,1,X,01,2015
1,FL,48,3,XX,,2010,9760,2645,0,1,0,01,2015
1,FL,48,5,,XC,1220,16710,0,1130,1,X,01,2015
1,FL,48,5,,XC,1220,6914,0,180,2,X,01,2015
1,FL,48,5,,XM,1220,11596,0,411,1,X,01,2015
1,FL,48,5,,XO,1220,1073110,0,42556,1,X,01,2015
1,FL,48,5,,XO,1220,69870,0,2944,2,X,01,2015
1,FL,48,5,,XQ,1220,562343,0,28254,1,X,01,2015
1,FL,48,5,,XQ,1220,5949,0,482,2,X,01,2015
1,FL,48,5,BC,,2010,117301,0,0,1,0,01,2015
1,FL,48,5,BC,,2010,492769,0,0,1,1,01,2015
1,FL,48,5,CH,,2010,108994,0,0,1,0,01,2015
1,FL,48,5,CO,,2010,47891,0,0,1,0,01,2015
1,FL,48,5,DF,,2010,2193216,0,0,1,0,01,2015
1,FL,48,5,DF,,2010,2985,0,0,1,1,01,2015
1,FL,48,5,MI,,2010,38187,0,0,1,0,01,2015
1,FL,48,5,MX,,2010,1126266,0,0,1,0,01,2015
1,FL,48,5,MX,,2010,218035,0,0,2,0,01,2015
1,FL,48,5,NL,,2010,1535781,0,0,1,0,01,2015
1,FL,48,5,PU,,2010,17653,0,0,1,0,01,2015
1,FL,48,5,QR,,2010,6863,0,0,1,0,01,2015
1,FL,48,5,QT,,2010,34010,0,0,1,0,01,2015
1,FL,48,5,SI,,2010,11763,0,0,1,0,01,2015
1,FL,48,5,SL,,2010,118984,0,0,1,0,01,2015
1,FL,48,5,SO,,2010,4360,0,0,1,0,01,2015
1,FL,48,5,TM,,2010,25690,0,0,1,0,01,2015
1,FL,48,5,TM,,2010,409819,0,0,2,0,01,2015
1,FL,48,6,,XA,1220,519499,0,21089,1,X,01,2015
1,FL,48,6,,XM,1220,248099,0,10088,1,X,01,2015
1,FL,48,6,,XO,1220,248567,0,10106,1,X,01,2015
1,FL,48,6,,XO,1220,205731,0,328,2,X,01,2015
1,FL,48,6,,XQ,1220,213827,0,7309,1,X,01,2015
1,FL,48,6,,XS,1220,251660,0,10232,1,X,01,2015
1,FL,48,6,DF,,2010,1709107,0,0,1,0,01,2015
1,FL,48,6,NL,,2010,300555,0,0,1,0,01,2015
1,FL,48,6,SO,,2010,108505,0,0,1,0,01,2015
1,FL,48,6,TM,,2010,43200,0,0,1,0,01,2015
1,FL,49,1,XX,,2010,3470,49,0,1,0,01,2015
1,FL,49,1,XX,,2010,18908,448,0,1,1,01,2015
1,FL,49,3,,XA,1220,3377,56,391,1,X,01,2015
1,FL,49,3,,XC,1220,3506,178,68,1,X,01,2015
1,FL,49,3,,XM,1220,2919,5,367,1,X,01,2015
1,FL,49,3,,XO,1220,2608,49,328,1,X,01,2015
1,FL,49,3,,XO,1220,49249,125,41,2,X,01,2015
1,FL,49,3,,XQ,1220,38923,1602,400,1,X,01,2015
1,FL,49,3,XX,,2010,31760,6337,0,1,0,01,2015
1,FL,49,5,,XB,1220,3256,0,409,1,X,01,2015
1,FL,49,5,,XC,1220,82050,0,1728,1,X,01,2015
1,FL,49,5,,XM,1220,29651,0,963,1,X,01,2015
1,FL,49,5,,XO,1220,522309,0,15082,1,X,01,2015
1,FL,49,5,,XO,1220,20140,0,348,2,X,01,2015
1,FL,49,5,,XQ,1220,50927,0,2459,1,X,01,2015
1,FL,49,5,,XQ,1220,8537,0,167,2,X,01,2015
1,FL,49,5,,XS,1220,19952,0,1237,1,X,01,2015
1,FL,49,5,BC,,2010,3410,0,0,2,0,01,2015
1,FL,49,5,DF,,2010,674600,0,0,1,0,01,2015
1,FL,49,5,DF,,2010,27983,0,0,2,0,01,2015
1,FL,49,5,JA,,2010,6172,0,0,2,0,01,2015
1,FL,49,5,MX,,2010,51870,0,0,1,0,01,2015
1,FL,49,5,MX,,2010,55830,0,0,2,0,01,2015
1,FL,49,5,ZA,,2010,9681,0,0,1,0,01,2015
1,FL,50,5,DF,,2010,8095,0,0,1,0,01,2015
1,FL,52,1,XX,,2010,24368,1224,0,1,1,01,2015
1,FL,52,5,,XO,1220,9005,0,145,1,X,01,2015
1,FL,52,5,,XQ,1220,27766,0,1624,2,X,01,2015
1,FL,52,5,CM,,2010,2795537,0,0,1,0,01,2015
1,FL,53,1,XX,,2010,12388,283,0,1,1,01,2015
1,FL,53,5,,XM,1220,5661,0,268,1,X,01,2015
1,FL,53,5,,XO,1220,2933,0,139,2,X,01,2015
1,FL,54,1,XX,,2010,61209,14499,0,1,1,01,2015
1,FL,54,5,,XC,1220,3554,0,85,1,X,01,2015
1,FL,54,5,,XC,1220,23936,0,493,2,X,01,2015
1,FL,54,5,,XM,1220,3691,0,72,2,X,01,2015
1,FL,54,5,,XO,1220,60751,0,3449,1,X,01,2015
1,FL,54,5,,XO,1220,95585,0,2202,2,X,01,2015
1,FL,54,5,JA,,2010,37864,0,0,1,0,01,2015
1,FL,55,1,XX,,2010,57293,17062,0,1,0,01,2015
1,FL,55,1,XX,,2010,18374,4935,0,1,1,01,2015
1,FL,55,5,,XA,1220,9959,0,195,2,X,01,2015
1,FL,55,5,,XM,1220,3298,0,155,1,X,01,2015
1,FL,55,5,,XO,1220,12649,0,235,1,X,01,2015
1,FL,55,5,,XO,1220,13126,0,123,2,X,01,2015
1,FL,55,5,JA,,2010,2758,0,0,1,0,01,2015
1,FL,56,1,XX,,2010,3150,344,0,1,1,01,2015
1,FL,56,1,XX,,2010,5145,1217,0,2,1,01,2015
1,FL,56,3,XX,,2010,9581,343,0,1,0,01,2015
1,FL,56,5,,XA,1220,3872,0,37,1,X,01,2015
1,FL,56,5,,XC,1220,6262,0,60,1,X,01,2015
1,FL,56,5,,XO,1220,108344,0,2721,1,X,01,2015
1,FL,56,5,,XO,1220,13507,0,494,2,X,01,2015
1,FL,56,5,,XS,1220,2897,0,37,1,X,01,2015
1,FL,56,5,BC,,2010,6434,0,0,1,0,01,2015
1,FL,56,5,CH,,2010,17815,0,0,1,0,01,2015
1,FL,56,5,CO,,2010,8102,0,0,1,0,01,2015
1,FL,56,5,HG,,2010,9553,0,0,1,0,01,2015
1,FL,56,5,JA,,2010,23317,0,0,1,0,01,2015
1,FL,56,5,NL,,2010,20448,0,0,1,0,01,2015
1,FL,56,5,QT,,2010,7481,0,0,1,0,01,2015
1,FL,56,5,TM,,2010,2656,0,0,1,0,01,2015
1,FL,57,1,XX,,2010,23884,1828,0,2,1,01,2015
1,FL,57,3,,XA,1220,7467,665,176,1,X,01,2015
1,FL,57,3,,XC,1220,17204,586,328,1,X,01,2015
1,FL,57,3,,XO,1220,19987,716,328,1,X,01,2015
1,FL,57,3,XX,,2010,8108,295,0,1,0,01,2015
1,FL,57,5,,XM,1220,8670,0,320,2,X,01,2015
1,FL,57,5,,XO,1220,4221,0,155,1,X,01,2015
1,FL,57,5,,XO,1220,55717,0,1558,2,X,01,2015
1,FL,57,5,BC,,2010,4216,0,0,1,0,01,2015
1,FL,58,1,XX,,2010,82858,10588,0,1,1,01,2015
1,FL,58,3,XX,,2010,19831,333,0,1,0,01,2015
1,FL,58,5,,XC,1220,6359,0,515,1,X,01,2015
1,FL,58,5,,XO,1220,3800,0,275,2,X,01,2015
1,FL,58,5,CO,,2010,16579,0,0,2,0,01,2015
1,FL,58,5,DF,,2010,15983,0,0,1,0,01,2015
1,FL,58,5,JA,,2010,21005,0,0,1,0,01,2015
1,FL,58,5,MX,,2010,6183,0,0,1,0,01,2015
1,FL,59,1,XX,,2010,13517,2761,0,1,0,01,2015
1,FL,59,1,XX,,2010,39360,7054,0,1,1,01,2015
1,FL,59,3,,XO,1220,3363,134,99,1,X,01,2015
1,FL,59,3,XX,,2010,130651,2489,0,1,0,01,2015
1,FL,59,3,XX,,2010,2620,97,0,2,0,01,2015
1,FL,59,5,,XM,1220,11822,0,511,1,X,01,2015
1,FL,59,5,,XO,1220,41376,0,1193,1,X,01,2015
1,FL,59,5,,XO,1220,35771,0,1740,2,X,01,2015
1,FL,59,5,,XQ,1220,3661,0,113,1,X,01,2015
1,FL,59,5,,XQ,1220,11587,0,1283,2,X,01,2015
1,FL,59,5,CH,,2010,65191,0,0,1,0,01,2015
1,FL,59,5,CH,,2010,30210,0,0,2,0,01,2015
1,FL,59,5,DF,,2010,4970,0,0,1,0,01,2015
1,FL,59,5,DG,,2010,3400,0,0,1,0,01,2015
1,FL,59,5,JA,,2010,2839,0,0,2,0,01,2015
1,FL,59,5,MX,,2010,53402,0,0,1,0,01,2015
1,FL,60,1,XX,,2010,53767,8517,0,1,0,01,2015
1,FL,60,1,XX,,2010,252871,26714,0,1,1,01,2015
1,FL,60,5,,XO,1220,16304,0,164,1,X,01,2015
1,FL,60,5,DF,,2010,32146,0,0,1,0,01,2015
1,FL,61,1,XX,,2010,6309,450,0,1,0,01,2015
1,FL,61,1,XX,,2010,50893,1975,0,1,1,01,2015
1,FL,61,1,XX,,2010,4305,102,0,2,1,01,2015
1,FL,61,3,,XA,1220,12775,72,396,1,X,01,2015
1,FL,61,3,,XA,1220,2942,68,303,2,X,01,2015
1,FL,61,3,,XM,1220,2893,15,56,1,X,01,2015
1,FL,61,3,,XO,1220,13937,164,281,1,X,01,2015
1,FL,61,3,,XO,1220,10453,79,89,2,X,01,2015
1,FL,61,3,,XQ,1220,5383,80,555,2,X,01,2015
1,FL,61,5,,XA,1220,3632,0,89,1,X,01,2015
1,FL,61,5,,XA,1220,90115,0,1567,2,X,01,2015
1,FL,61,5,,XO,1220,119104,0,1005,1,X,01,2015
1,FL,61,5,,XO,1220,3673985,0,76056,2,X,01,2015
1,FL,61,5,,XQ,1220,54135,0,1011,1,X,01,2015
1,FL,61,5,,XQ,1220,3405,0,65,2,X,01,2015
1,FL,61,5,MX,,2010,23066,0,0,1,0,01,2015
1,FL,61,5,MX,,2010,813203,0,0,2,0,01,2015
1,FL,62,1,XX,,2010,87763,1900,0,1,0,01,2015
1,FL,62,1,XX,,2010,47155,1398,0,1,1,01,2015
1,FL,62,1,XX,,2010,29427,343,0,2,1,01,2015
1,FL,62,3,,XA,1220,7659,281,122,1,X,01,2015
1,FL,62,3,,XC,1220,5597,12,41,1,X,01,2015
1,FL,62,3,,XO,1220,32207,5600,606,1,X,01,2015
1,FL,62,3,,XO,1220,28560,1662,442,2,X,01,2015
1,FL,62,3,,XQ,1220,6861,17,0,2,X,01,2015
1,FL,62,3,XX,,2010,102917,706,0,1,0,01,2015
1,FL,62,3,XX,,2010,4952,47,0,2,0,01,2015
1,FL,62,5,,XC,1220,55144,0,1088,2,X,01,2015
1,FL,62,5,,XM,1220,7926,0,212,1,X,01,2015
1,FL,62,5,,XO,1220,48598,0,708,1,X,01,2015
1,FL,62,5,,XO,1220,427201,0,7023,2,X,01,2015
1,FL,62,5,,XQ,1220,7133,0,302,1,X,01,2015
1,FL,62,5,,XQ,1220,87306,0,1339,2,X,01,2015
1,FL,62,5,BC,,2010,7410,0,0,1,0,01,2015
1,FL,62,5,CM,,2010,10573,0,0,2,0,01,2015
1,FL,62,5,JA,,2010,305495,0,0,1,0,01,2015
1,FL,62,5,MX,,2010,30450,0,0,1,0,01,2015
1,FL,62,5,MX,,2010,79899,0,0,2,0,01,2015
1,FL,63,1,XX,,2010,12069,1649,0,1,0,01,2015
1,FL,63,1,XX,,2010,142196,20683,0,1,1,01,2015
1,FL,63,3,,XA,1220,2637,46,277,2,X,01,2015
1,FL,63,3,,XO,1220,31317,3250,82,1,X,01,2015
1,FL,63,3,,XQ,1220,4107,24,41,1,X,01,2015
1,FL,63,3,XX,,2010,13286,2110,0,1,0,01,2015
1,FL,63,3,XX,,2010,3344,2,0,2,0,01,2015
1,FL,63,5,,XA,1220,4907,0,515,2,X,01,2015
1,FL,63,5,,XC,1220,12760,0,689,2,X,01,2015
1,FL,63,5,,XM,1220,10932,0,160,2,X,01,2015
1,FL,63,5,,XO,1220,38721,0,1078,1,X,01,2015
1,FL,63,5,,XO,1220,155993,0,5855,2,X,01,2015
1,FL,63,5,,XQ,1220,66083,0,859,2,X,01,2015
1,FL,63,5,BC,,2010,27842,0,0,1,0,01,2015
1,FL,63,5,CM,,2010,4054,0,0,2,0,01,2015
1,FL,63,5,DF,,2010,3023,0,0,1,0,01,2015
1,FL,63,5,DF,,2010,105073,0,0,2,0,01,2015
1,FL,63,5,NL,,2010,181764,0,0,1,0,01,2015
1,FL,63,5,NL,,2010,9786,0,0,2,0,01,2015
1,FL,63,5,SO,,2010,14712,0,0,1,0,01,2015
1,FL,64,3,,XO,1220,3077,28,325,2,X,01,2015
1,FL,64,5,,XA,1220,15023,0,466,2,X,01,2015
1,FL,64,5,,XM,1220,4257,0,202,1,X,01,2015
1,FL,64,5,,XO,1220,182450,0,4300,2,X,01,2015
1,FL,64,5,,XQ,1220,4625,0,112,1,X,01,2015
1,FL,64,5,,XQ,1220,25319,0,434,2,X,01,2015
1,FL,65,1,XX,,2010,10795,789,0,1,0,01,2015
1,FL,65,1,XX,,2010,33075,5511,0,1,1,01,2015
1,FL,65,3,,XC,1220,3005,191,49,1,X,01,2015
1,FL,65,3,,XO,1220,5532,127,292,1,X,01,2015
1,FL,65,5,,XC,1220,3089,0,163,2,X,01,2015
1,FL,65,5,,XO,1220,11719,0,296,1,X,01,2015
1,FL,65,5,,XO,1220,5103,0,23,2,X,01,2015
1,FL,65,5,DF,,2010,120267,0,0,1,0,01,2015
1,FL,65,5,DF,,2010,5922,0,0,1,1,01,2015
1,FL,65,5,MX,,2010,27558,0,0,2,0,01,2015
1,FL,66,1,XX,,2010,20915,3439,0,1,0,01,2015
1,FL,66,1,XX,,2010,112438,29913,0,1,1,01,2015
1,FL,66,5,,XO,1220,118755,0,6114,1,X,01,2015
1,FL,66,5,DF,,2010,37423,0,0,1,0,01,2015
1,FL,66,5,MX,,2010,127185,0,0,1,0,01,2015
1,FL,67,3,,XM,1220,86166,1531,1588,2,X,01,2015
1,FL,67,3,,XO,1220,9554,170,461,2,X,01,2015
1,FL,67,3,,XQ,1220,9018,160,357,2,X,01,2015
1,FL,67,5,,XC,1220,2645,0,55,2,X,01,2015
1,FL,67,5,,XO,1220,17107,0,766,1,X,01,2015
1,FL,68,3,,XC,1220,3245,35,82,1,X,01,2015
1,FL,68,3,,XO,1220,2532,15,280,1,X,01,2015
1,FL,68,5,,XA,1220,56092,0,845,1,X,01,2015
1,FL,68,5,,XA,1220,34189,0,654,2,X,01,2015
1,FL,68,5,,XC,1220,3657,0,474,1,X,01,2015
1,FL,68,5,,XM,1220,7594,0,1037,2,X,01,2015
1,FL,68,5,,XO,1220,108602,0,2406,1,X,01,2015
1,FL,68,5,,XO,1220,7551,0,41,2,X,01,2015
1,FL,68,5,,XQ,1220,4564,0,684,1,X,01,2015
1,FL,68,5,,XQ,1220,3157,0,127,2,X,01,2015
1,FL,68,5,,XS,1220,21120,0,1005,1,X,01,2015
1,FL,68,5,BS,,2010,24835,0,0,1,0,01,2015
1,FL,68,5,JA,,2010,7530,0,0,1,0,01,2015
1,FL,68,5,MO,,2010,3897,0,0,1,0,01,2015
1,FL,68,5,MX,,2010,3760,0,0,1,0,01,2015
1,FL,68,6,,XA,1220,24850,0,2652,1,X,01,2015
1,FL,69,1,XX,,2010,7617,652,0,1,1,01,2015
1,FL,69,1,XX,,2010,52084,5350,0,2,1,01,2015
1,FL,69,3,,XA,1220,2785,376,206,2,X,01,2015
1,FL,69,3,,XO,1220,18741,133,367,1,X,01,2015
1,FL,69,5,,XM,1220,3422,0,67,2,X,01,2015
1,FL,69,5,,XO,1220,25084,0,656,1,X,01,2015
1,FL,69,5,,XO,1220,12761,0,847,2,X,01,2015
1,FL,69,5,BC,,2010,25600,0,0,2,0,01,2015
1,FL,69,5,DF,,2010,10981,0,0,2,0,01,2015
1,FL,69,5,MX,,2010,17052,0,0,1,0,01,2015
1,FL,69,5,NL,,2010,82823,0,0,1,0,01,2015
1,FL,70,1,XX,,2010,147976,10240,0,1,1,01,2015
1,FL,70,1,XX,,2010,8100,479,0,2,1,01,2015
1,FL,70,3,,XA,1220,8537,123,163,1,X,01,2015
1,FL,70,3,,XM,1220,27470,2290,163,1,X,01,2015
1,FL,70,3,,XO,1220,74832,3596,933,1,X,01,2015
1,FL,70,3,,XO,1220,4370,364,278,2,X,01,2015
1,FL,70,3,,XQ,1220,5375,489,17,1,X,01,2015
1,FL,70,3,XX,,2010,96324,6106,0,1,0,01,2015
1,FL,70,5,,XA,1220,8445,0,464,2,X,01,2015
1,FL,70,5,,XC,1220,122397,0,7424,1,X,01,2015
1,FL,70,5,,XM,1220,6216,0,387,1,X,01,2015
1,FL,70,5,,XO,1220,69137,0,1628,1,X,01,2015
1,FL,70,5,,XO,1220,151681,0,4259,2,X,01,2015
